clip_id,Show,EpId,ClipId,Start,Stop,label,speaker,is_probably_host,clip_silhouette_score,SEP28k-E,SEP28k-T,SEP28k-D
HeStutters_1_71,HeStutters,1,71,37078240,37126240,repetition,Pamela Mertz,True,0.4886821508407593,train,test,test
HeStutters_1_85,HeStutters,1,85,39087040,39135040,repetition,Pamela Mertz,True,0.5157843828201294,train,test,test
HeStutters_1_86,HeStutters,1,86,39507680,39555680,prolongation,Pamela Mertz,True,0.3636606931686401,train,test,test
HeStutters_1_87,HeStutters,1,87,39564320,39612320,block,Pamela Mertz,True,0.5427679419517517,train,test,test
HeStutters_1_88,HeStutters,1,88,39631040,39679040,repetition,Pamela Mertz,True,0.5042311549186707,train,test,test
HeStutters_1_89,HeStutters,1,89,39713600,39761600,fluent,Pamela Mertz,True,0.116391435265541,train,test,test
HeStutters_1_91,HeStutters,1,91,39817440,39865440,prolongation,Pamela Mertz,True,0.4909912943840027,train,test,test
HeStutters_1_93,HeStutters,1,93,39942720,39990720,fluent,Pamela Mertz,True,0.3256263434886932,train,test,test
HeStutters_1_94,HeStutters,1,94,39987680,40035680,fluent,Pamela Mertz,True,0.4378679394721985,train,test,test
HeStutters_1_95,HeStutters,1,95,40041440,40089440,fluent,Pamela Mertz,True,0.312228113412857,train,test,test
HeStutters_1_96,HeStutters,1,96,6270720,6318720,repetition,Pamela Mertz,True,0.570899486541748,train,test,test
HeStutters_1_97,HeStutters,1,97,6303360,6351360,fluent,Pamela Mertz,True,0.5441516041755676,train,test,test
HeStutters_1_101,HeStutters,1,101,40904160,40952160,prolongation,Pamela Mertz,True,0.3633157014846802,train,test,test
HeStutters_1_104,HeStutters,1,104,41306560,41354560,repetition,Pamela Mertz,True,0.3265483677387237,train,test,test
HeStutters_1_105,HeStutters,1,105,6492320,6540320,repetition,Pamela Mertz,True,0.6277362704277039,train,test,test
HeStutters_1_107,HeStutters,1,107,6638560,6686560,fluent,Pamela Mertz,True,0.5061914324760437,train,test,test
HeStutters_1_110,HeStutters,1,110,7013120,7061120,fluent,Pamela Mertz,True,0.4674853384494781,train,test,test
HeStutters_1_112,HeStutters,1,112,7141120,7189120,prolongation,Pamela Mertz,True,0.0644365325570106,train,test,test
HeStutters_1_113,HeStutters,1,113,7456800,7504800,fluent,Pamela Mertz,True,0.3805838227272033,train,test,test
HeStutters_1_114,HeStutters,1,114,7494880,7542880,fluent,Pamela Mertz,True,0.6303133964538574,train,test,test
HeStutters_1_115,HeStutters,1,115,2648640,2696640,repetition,Pamela Mertz,True,0.5241772532463074,train,test,test
HeStutters_1_117,HeStutters,1,117,7921280,7969280,fluent,Pamela Mertz,True,0.5370246171951294,train,test,test
HeStutters_1_120,HeStutters,1,120,8170240,8218240,repetition,Pamela Mertz,True,0.4861749112606048,train,test,test
HeStutters_1_126,HeStutters,1,126,9375360,9423360,fluent,Pamela Mertz,True,0.505544126033783,train,test,test
HeStutters_1_127,HeStutters,1,127,9410720,9458720,repetition,Pamela Mertz,True,0.2867150902748108,train,test,test
HeStutters_1_130,HeStutters,1,130,10119040,10167040,fluent,Pamela Mertz,True,0.5740145444869995,train,test,test
HeStutters_1_131,HeStutters,1,131,10160800,10208800,fluent,Pamela Mertz,True,0.4913711845874786,train,test,test
HeStutters_1_132,HeStutters,1,132,10280320,10328320,block,Pamela Mertz,True,0.5060088634490967,train,test,test
HeStutters_1_134,HeStutters,1,134,10564160,10612160,fluent,Pamela Mertz,True,0.5481083393096924,train,test,test
HeStutters_1_135,HeStutters,1,135,2934400,2982400,interjection,Pamela Mertz,True,0.49093958735466,train,test,test
HeStutters_1_139,HeStutters,1,139,12786880,12834880,fluent,Pamela Mertz,True,0.617632269859314,train,test,test
HeStutters_1_141,HeStutters,1,141,12866400,12914400,fluent,Pamela Mertz,True,0.5945716500282288,train,test,test
HeStutters_1_144,HeStutters,1,144,13032640,13080640,prolongation,Pamela Mertz,True,0.5880007147789001,train,test,test
HeStutters_1_149,HeStutters,1,149,14726400,14774400,fluent,Pamela Mertz,True,0.5963988900184631,train,test,test
HeStutters_1_151,HeStutters,1,151,14783360,14831360,fluent,Pamela Mertz,True,0.6157522201538086,train,test,test
HeStutters_1_152,HeStutters,1,152,14980640,15028640,fluent,Pamela Mertz,True,0.5692603588104248,train,test,test
HeStutters_1_155,HeStutters,1,155,15124320,15172320,repetition,Pamela Mertz,True,0.5690881609916687,train,test,test
HeStutters_1_158,HeStutters,1,158,15173440,15221440,repetition,Pamela Mertz,True,0.5586645603179932,train,test,test
HeStutters_1_162,HeStutters,1,162,15335200,15383200,fluent,Pamela Mertz,True,0.2515535652637481,train,test,test
HeStutters_1_163,HeStutters,1,163,15381440,15429440,repetition,Pamela Mertz,True,0.6069289445877075,train,test,test
HeStutters_1_165,HeStutters,1,165,16053120,16101120,fluent,Pamela Mertz,True,0.3551759123802185,train,test,test
HeStutters_1_166,HeStutters,1,166,16190400,16238400,fluent,Pamela Mertz,True,0.5201589465141296,train,test,test
HeStutters_1_171,HeStutters,1,171,16502400,16550400,fluent,Pamela Mertz,True,0.162131518125534,train,test,test
HeStutters_1_175,HeStutters,1,175,16834720,16882720,repetition,Pamela Mertz,True,0.5982463955879211,train,test,test
HeStutters_1_176,HeStutters,1,176,3907040,3955040,fluent,Pamela Mertz,True,0.5653303265571594,train,test,test
HeStutters_1_179,HeStutters,1,179,16914400,16962400,block,Pamela Mertz,True,0.3087311387062073,train,test,test
HeStutters_1_180,HeStutters,1,180,16963680,17011680,prolongation,Pamela Mertz,True,0.5854652523994446,train,test,test
HeStutters_1_181,HeStutters,1,181,17010720,17058720,repetition,Pamela Mertz,True,0.1980516165494918,train,test,test
HeStutters_1_182,HeStutters,1,182,17043200,17091200,prolongation,Pamela Mertz,True,0.467340350151062,train,test,test
HeStutters_1_184,HeStutters,1,184,17369120,17417120,block,Pamela Mertz,True,0.4804052710533142,train,test,test
HeStutters_1_185,HeStutters,1,185,17402400,17450400,fluent,Pamela Mertz,True,0.5955512523651123,train,test,test
HeStutters_1_186,HeStutters,1,186,17453920,17501920,repetition,Pamela Mertz,True,0.3255521059036255,train,test,test
HeStutters_1_187,HeStutters,1,187,17499040,17547040,fluent,Pamela Mertz,True,0.5797657370567322,train,test,test
HeStutters_1_188,HeStutters,1,188,17666080,17714080,prolongation,Pamela Mertz,True,0.5738673210144043,train,test,test
HeStutters_1_189,HeStutters,1,189,17700640,17748640,block,Pamela Mertz,True,0.5309616923332214,train,test,test
HeStutters_1_191,HeStutters,1,191,17900000,17948000,prolongation,Pamela Mertz,True,0.4950494170188904,train,test,test
HeStutters_1_192,HeStutters,1,192,17972960,18020960,fluent,Pamela Mertz,True,0.5483366847038269,train,test,test
HeStutters_1_193,HeStutters,1,193,18006240,18054240,repetition,Pamela Mertz,True,0.6192154288291931,train,test,test
HeStutters_1_195,HeStutters,1,195,4043360,4091360,fluent,Pamela Mertz,True,0.587481677532196,train,test,test
HeStutters_1_198,HeStutters,1,198,19098880,19146880,fluent,Pamela Mertz,True,0.4134035408496856,train,test,test
HeStutters_1_201,HeStutters,1,201,19308960,19356960,block,Pamela Mertz,True,0.465882807970047,train,test,test
HeStutters_1_205,HeStutters,1,205,20301280,20349280,repetition,Pamela Mertz,True,0.5033689737319946,train,test,test
HeStutters_1_206,HeStutters,1,206,20360480,20408480,block,Pamela Mertz,True,0.4692219793796539,train,test,test
HeStutters_1_207,HeStutters,1,207,20414720,20462720,repetition,Pamela Mertz,True,0.6006037592887878,train,test,test
HeStutters_1_210,HeStutters,1,210,20727200,20775200,repetition,Pamela Mertz,True,0.5995727181434631,train,test,test
HeStutters_1_213,HeStutters,1,213,20876960,20924960,fluent,Pamela Mertz,True,0.590937077999115,train,test,test
HeStutters_1_217,HeStutters,1,217,21576320,21624320,block,Pamela Mertz,True,0.5819176435470581,train,test,test
HeStutters_1_220,HeStutters,1,220,21794560,21842560,repetition,Pamela Mertz,True,0.5918552279472351,train,test,test
HeStutters_1_223,HeStutters,1,223,22759680,22807680,fluent,Pamela Mertz,True,0.5693265199661255,train,test,test
HeStutters_1_228,HeStutters,1,228,22972800,23020800,fluent,Pamela Mertz,True,0.6260665059089661,train,test,test
HeStutters_1_231,HeStutters,1,231,4642400,4690400,fluent,Pamela Mertz,True,0.5381161570549011,train,test,test
HeStutters_1_232,HeStutters,1,232,4675520,4723520,interjection,Pamela Mertz,True,0.6402516961097717,train,test,test
HeStutters_1_234,HeStutters,1,234,23371520,23419520,block,Pamela Mertz,True,0.4843321442604065,train,test,test
HeStutters_1_235,HeStutters,1,235,23451360,23499360,fluent,Pamela Mertz,True,0.3040758669376373,train,test,test
HeStutters_1_237,HeStutters,1,237,23531360,23579360,fluent,Pamela Mertz,True,0.5563884973526001,train,test,test
HeStutters_1_238,HeStutters,1,238,23564640,23612640,repetition,Pamela Mertz,True,0.5452272891998291,train,test,test
HeStutters_1_239,HeStutters,1,239,24020000,24068000,interjection,Pamela Mertz,True,0.5643750429153442,train,test,test
HeStutters_1_241,HeStutters,1,241,24104000,24152000,block,Pamela Mertz,True,0.356715053319931,train,test,test
HeStutters_1_242,HeStutters,1,242,24141920,24189920,fluent,Pamela Mertz,True,0.294382244348526,train,test,test
HeStutters_1_244,HeStutters,1,244,24263200,24311200,prolongation,Pamela Mertz,True,0.5661808848381042,train,test,test
HeStutters_1_246,HeStutters,1,246,24364160,24412160,prolongation,Pamela Mertz,True,0.5082809329032898,train,test,test
HeStutters_1_248,HeStutters,1,248,24795840,24843840,block,Pamela Mertz,True,0.2680174708366394,train,test,test
HeStutters_1_249,HeStutters,1,249,25347520,25395520,prolongation,Pamela Mertz,True,0.5837385058403015,train,test,test
HeStutters_1_250,HeStutters,1,250,25383200,25431200,repetition,Pamela Mertz,True,0.2167791277170181,train,test,test
HeStutters_1_251,HeStutters,1,251,25457120,25505120,fluent,Pamela Mertz,True,0.4647014141082763,train,test,test
HeStutters_1_256,HeStutters,1,256,26785280,26833280,fluent,Pamela Mertz,True,0.5295828580856323,train,test,test
HeStutters_1_260,HeStutters,1,260,27120640,27168640,repetition,Pamela Mertz,True,0.1102083101868629,train,test,test
HeStutters_1_262,HeStutters,1,262,27226080,27274080,repetition,Pamela Mertz,True,0.4655235707759857,train,test,test
HeStutters_1_265,HeStutters,1,265,27487840,27535840,fluent,Pamela Mertz,True,0.526313066482544,train,test,test
HeStutters_1_266,HeStutters,1,266,27524480,27572480,fluent,Pamela Mertz,True,0.6027261018753052,train,test,test
HeStutters_1_267,HeStutters,1,267,27572160,27620160,repetition,Pamela Mertz,True,0.0915205776691436,train,test,test
HeStutters_1_271,HeStutters,1,271,4800480,4848480,fluent,Pamela Mertz,True,0.5596968531608582,train,test,test
HeStutters_1_272,HeStutters,1,272,4835360,4883360,fluent,Pamela Mertz,True,0.6311141848564148,train,test,test
HeStutters_2_4,HeStutters,2,4,31869440,31917440,prolongation,Pamela Mertz,True,0.3739867806434631,train,test,test
HeStutters_2_9,HeStutters,2,9,32881760,32929760,repetition,Pamela Mertz,True,0.4652633965015411,train,test,test
HeStutters_2_10,HeStutters,2,10,32980640,33028640,fluent,Pamela Mertz,True,0.4758655130863189,train,test,test
HeStutters_2_24,HeStutters,2,24,34286080,34334080,repetition,Pamela Mertz,True,0.3617218434810638,train,test,test
HeStutters_2_25,HeStutters,2,25,34587840,34635840,prolongation,Pamela Mertz,True,0.489061027765274,train,test,test
HeStutters_2_29,HeStutters,2,29,35669920,35717920,fluent,Pamela Mertz,True,0.3565428853034973,train,test,test
HeStutters_2_32,HeStutters,2,32,35873280,35921280,fluent,Pamela Mertz,True,0.3925822973251343,train,test,test
HeStutters_2_33,HeStutters,2,33,36264320,36312320,fluent,Pamela Mertz,True,0.5337962508201599,train,test,test
HeStutters_2_39,HeStutters,2,39,2679360,2727360,repetition,Pamela Mertz,True,0.4534941911697387,train,test,test
HeStutters_2_40,HeStutters,2,40,2709920,2757920,block,Pamela Mertz,True,0.4466952681541443,train,test,test
HeStutters_2_42,HeStutters,2,42,2940960,2988960,fluent,Pamela Mertz,True,0.5405287146568298,train,test,test
HeStutters_2_43,HeStutters,2,43,2974080,3022080,fluent,Pamela Mertz,True,0.5047208666801453,train,test,test
HeStutters_2_48,HeStutters,2,48,3767040,3815040,fluent,Pamela Mertz,True,0.4400654137134552,train,test,test
HeStutters_2_50,HeStutters,2,50,4253120,4301120,fluent,Pamela Mertz,True,0.389931708574295,train,test,test
HeStutters_2_51,HeStutters,2,51,4316640,4364640,repetition,Pamela Mertz,True,0.2284608632326126,train,test,test
HeStutters_2_55,HeStutters,2,55,4988640,5036640,fluent,Pamela Mertz,True,0.3808977603912353,train,test,test
HeStutters_2_56,HeStutters,2,56,5034560,5082560,fluent,Pamela Mertz,True,0.4293303489685058,train,test,test
HeStutters_2_59,HeStutters,2,59,5121280,5169280,repetition,Pamela Mertz,True,0.5359469056129456,train,test,test
HeStutters_2_65,HeStutters,2,65,5748320,5796320,fluent,Pamela Mertz,True,0.5095080137252808,train,test,test
HeStutters_2_69,HeStutters,2,69,6882400,6930400,fluent,Pamela Mertz,True,0.5086618065834045,train,test,test
HeStutters_2_73,HeStutters,2,73,8043360,8091360,repetition,Pamela Mertz,True,0.4668821394443512,train,test,test
HeStutters_2_79,HeStutters,2,79,8451840,8499840,block,Pamela Mertz,True,0.3422644436359405,train,test,test
HeStutters_2_84,HeStutters,2,84,8762880,8810880,fluent,Pamela Mertz,True,0.3065151870250702,train,test,test
HeStutters_2_98,HeStutters,2,98,10316480,10364480,interjection,Pamela Mertz,True,0.3303993940353393,train,test,test
HeStutters_2_109,HeStutters,2,109,11583040,11631040,fluent,Pamela Mertz,True,0.3409085273742676,train,test,test
HeStutters_2_115,HeStutters,2,115,13442080,13490080,interjection,Pamela Mertz,True,0.4057111740112304,train,test,test
HeStutters_2_117,HeStutters,2,117,13983200,14031200,repetition,Pamela Mertz,True,0.5006713271141052,train,test,test
HeStutters_2_121,HeStutters,2,121,14284000,14332000,fluent,Pamela Mertz,True,0.2981592118740082,train,test,test
HeStutters_2_132,HeStutters,2,132,15662400,15710400,fluent,Pamela Mertz,True,0.4205390810966491,train,test,test
HeStutters_2_137,HeStutters,2,137,17199040,17247040,fluent,Pamela Mertz,True,0.5059412717819214,train,test,test
HeStutters_2_141,HeStutters,2,141,17446560,17494560,fluent,Pamela Mertz,True,0.4517807960510254,train,test,test
HeStutters_2_144,HeStutters,2,144,17730400,17778400,fluent,Pamela Mertz,True,0.425635814666748,train,test,test
HeStutters_2_147,HeStutters,2,147,18695360,18743360,fluent,Pamela Mertz,True,0.2712283134460449,train,test,test
HeStutters_2_148,HeStutters,2,148,18725440,18773440,interjection,Pamela Mertz,True,0.4014633297920227,train,test,test
HeStutters_2_152,HeStutters,2,152,19825920,19873920,fluent,Pamela Mertz,True,0.485603392124176,train,test,test
HeStutters_2_156,HeStutters,2,156,20008320,20056320,fluent,Pamela Mertz,True,0.4375898540019989,train,test,test
HeStutters_2_159,HeStutters,2,159,20748000,20796000,fluent,Pamela Mertz,True,0.4465120434761047,train,test,test
HeStutters_2_163,HeStutters,2,163,21770720,21818720,prolongation,Pamela Mertz,True,0.4267330169677734,train,test,test
HeStutters_2_168,HeStutters,2,168,21989120,22037120,interjection,Pamela Mertz,True,0.3776034712791443,train,test,test
HeStutters_2_173,HeStutters,2,173,1752000,1800000,fluent,Pamela Mertz,True,0.4198324680328369,train,test,test
HeStutters_2_180,HeStutters,2,180,22869440,22917440,fluent,Pamela Mertz,True,0.3949083089828491,train,test,test
HeStutters_2_183,HeStutters,2,183,24080160,24128160,fluent,Pamela Mertz,True,0.3865725398063659,train,test,test
HeStutters_2_184,HeStutters,2,184,24118880,24166880,repetition,Pamela Mertz,True,0.3768955767154693,train,test,test
HeStutters_2_190,HeStutters,2,190,25718080,25766080,fluent,Pamela Mertz,True,0.4087972939014435,train,test,test
HeStutters_2_199,HeStutters,2,199,27418240,27466240,fluent,Pamela Mertz,True,0.4132581651210785,train,test,test
HeStutters_2_202,HeStutters,2,202,28922240,28970240,fluent,Pamela Mertz,True,0.468540608882904,train,test,test
HeStutters_2_208,HeStutters,2,208,29937600,29985600,block,Pamela Mertz,True,0.5051959753036499,train,test,test
HeStutters_2_209,HeStutters,2,209,29989920,30037920,fluent,Pamela Mertz,True,0.4445657730102539,train,test,test
HeStutters_3_5,HeStutters,3,5,51260000,51308000,repetition,Pamela Mertz,True,0.3799967169761657,train,test,test
HeStutters_3_7,HeStutters,3,7,7659360,7707360,fluent,Pamela Mertz,True,0.3464447557926178,train,test,test
HeStutters_3_11,HeStutters,3,11,10882880,10930880,fluent,Pamela Mertz,True,0.2579597234725952,train,test,test
HeStutters_3_13,HeStutters,3,13,12074400,12122400,fluent,Pamela Mertz,True,0.4596813023090362,train,test,test
HeStutters_3_15,HeStutters,3,15,17041440,17089440,interjection,Pamela Mertz,True,0.3608065843582153,train,test,test
HeStutters_3_17,HeStutters,3,17,20033760,20081760,fluent,Pamela Mertz,True,0.3626076579093933,train,test,test
HeStutters_3_18,HeStutters,3,18,21100000,21148000,fluent,Pamela Mertz,True,0.3542878329753876,train,test,test
HeStutters_3_21,HeStutters,3,21,22716480,22764480,fluent,Pamela Mertz,True,0.5181522965431213,train,test,test
HeStutters_3_23,HeStutters,3,23,25013120,25061120,repetition,Pamela Mertz,True,0.2582502663135528,train,test,test
HeStutters_3_25,HeStutters,3,25,25138720,25186720,fluent,Pamela Mertz,True,0.3481847643852234,train,test,test
HeStutters_3_27,HeStutters,3,27,28796800,28844800,fluent,Pamela Mertz,True,0.1930920332670211,train,test,test
HeStutters_3_30,HeStutters,3,30,31262720,31310720,fluent,Pamela Mertz,True,0.32364422082901,train,test,test
HeStutters_3_33,HeStutters,3,33,38988640,39036640,fluent,Pamela Mertz,True,0.4041944444179535,train,test,test
HeStutters_4_0,HeStutters,4,0,36485440,36533440,repetition,Pamela Mertz,True,0.4105932414531708,train,test,test
HeStutters_4_4,HeStutters,4,4,37796160,37844160,repetition,Pamela Mertz,True,0.4104211330413818,train,test,test
HeStutters_4_6,HeStutters,4,6,6320640,6368640,fluent,Pamela Mertz,True,0.2388458847999572,train,test,test
HeStutters_4_11,HeStutters,4,11,8593440,8641440,fluent,Pamela Mertz,True,0.3467746376991272,train,test,test
HeStutters_4_17,HeStutters,4,17,18881120,18929120,fluent,Pamela Mertz,True,0.332592099905014,train,test,test
HeStutters_4_24,HeStutters,4,24,26591360,26639360,fluent,Pamela Mertz,True,0.377467930316925,train,test,test
HeStutters_4_25,HeStutters,4,25,26913120,26961120,fluent,Pamela Mertz,True,0.402023047208786,train,test,test
HeStutters_4_27,HeStutters,4,27,27348800,27396800,repetition,Pamela Mertz,True,0.3569991588592529,train,test,test
HeStutters_4_28,HeStutters,4,28,3584160,3632160,fluent,Pamela Mertz,True,0.406400978565216,train,test,test
HeStutters_4_29,HeStutters,4,29,29728480,29776480,fluent,Pamela Mertz,True,0.4029273688793182,train,test,test
HeStutters_4_30,HeStutters,4,30,29880800,29928800,fluent,Pamela Mertz,True,0.2426209151744842,train,test,test
HeStutters_4_34,HeStutters,4,34,34075680,34123680,fluent,Pamela Mertz,True,0.4627333581447601,train,test,test
HeStutters_5_1,HeStutters,5,1,44576000,44624000,repetition,Pamela Mertz,True,0.3294670581817627,train,test,test
HeStutters_5_10,HeStutters,5,10,45662720,45710720,fluent,Pamela Mertz,True,0.5549346804618835,train,test,test
HeStutters_5_12,HeStutters,5,12,45906720,45954720,fluent,Pamela Mertz,True,0.6387126445770264,train,test,test
HeStutters_5_14,HeStutters,5,14,46305280,46353280,block,Pamela Mertz,True,0.1070752888917923,train,test,test
HeStutters_5_15,HeStutters,5,15,46356160,46404160,prolongation,Pamela Mertz,True,0.3927769660949707,train,test,test
