clip_id,Show,EpId,ClipId,Start,Stop,label,speaker,is_probably_host,clip_silhouette_score,SEP28k-E,SEP28k-T,SEP28k-D
HeStutters_22_53,HeStutters,22,53,10646400,10694400,repetition,Pamela Mertz,True,0.4087345600128174,train,test,test
WomenWhoStutter_103_121,WomenWhoStutter,103,121,32769760,32817760,interjection,Pamela Mertz,True,0.5868839025497437,train,test,test
StutteringIsCool_68_5,StutteringIsCool,68,5,39961280,40009280,block,Daniele Rossi,True,0.4840501546859741,train,test,test
StutteringIsCool_6_17,StutteringIsCool,6,17,18453440,18501440,block,Daniele Rossi,True,0.3448798060417175,train,test,test
HeStutters_6_227,HeStutters,6,227,16385760,16433760,repetition,Pamela Mertz,True,0.5655533075332642,train,test,test
StutteringIsCool_56_2,StutteringIsCool,56,2,9598560,9646560,block,Daniele Rossi,True,0.528120756149292,train,test,test
MyStutteringLife_35_5,MyStutteringLife,35,5,61153440,61201440,prolongation,Pedro Peña,True,,train,test,test
WomenWhoStutter_37_1,WomenWhoStutter,37,1,37515040,37563040,prolongation,Pamela Mertz,True,0.4341996908187866,train,test,test
WomenWhoStutter_1_56,WomenWhoStutter,1,56,1685760,1733760,repetition,Pamela Mertz,True,0.4231732189655304,train,test,test
MyStutteringLife_15_27,MyStutteringLife,15,27,43367680,43415680,repetition,Pedro Peña,True,0.459540843963623,train,test,test
HeStutters_22_37,HeStutters,22,37,6582720,6630720,repetition,Pamela Mertz,True,0.5811954140663147,train,test,test
MyStutteringLife_37_8,MyStutteringLife,37,8,2332160,2380160,prolongation,Pedro Peña,True,,train,test,test
WomenWhoStutter_88_62,WomenWhoStutter,88,62,1386080,1434080,prolongation,Pamela Mertz,True,0.2998999059200287,train,test,test
StutteringIsCool_44_9,StutteringIsCool,44,9,6865920,6913920,interjection,Daniele Rossi,True,0.1356122940778732,train,test,test
StutteringIsCool_66_20,StutteringIsCool,66,20,19892800,19940800,interjection,Daniele Rossi,True,0.3221648335456848,train,test,test
MyStutteringLife_30_100,MyStutteringLife,30,100,5034080,5082080,block,Pedro Peña,True,,train,test,test
StutteringIsCool_82_94,StutteringIsCool,82,94,6061440,6109440,prolongation,Daniele Rossi,True,0.4619607329368591,train,test,test
HeStutters_15_81,HeStutters,15,81,10229760,10277760,interjection,Pamela Mertz,True,0.4422947764396667,train,test,test
StutteringIsCool_27_1,StutteringIsCool,27,1,18349440,18397440,block,Daniele Rossi,True,0.802672266960144,train,test,test
WomenWhoStutter_12_11,WomenWhoStutter,12,11,8743040,8791040,prolongation,Pamela Mertz,True,0.5224297642707825,train,test,test
MyStutteringLife_22_16,MyStutteringLife,22,16,13758560,13806560,repetition,Pedro Peña,True,0.561812698841095,train,test,test
StutterTalk_80_3,StutterTalk,80,3,504480,552480,block,Peter Reitzes,True,0.1796534657478332,train,test,test
WomenWhoStutter_14_121,WomenWhoStutter,14,121,16253280,16301280,block,Pamela Mertz,True,0.6041361093521118,train,test,test
MyStutteringLife_7_97,MyStutteringLife,7,97,19716320,19764320,interjection,Pedro Peña,True,0.6003859043121338,train,test,test
StutteringIsCool_53_39,StutteringIsCool,53,39,3945120,3993120,fluent,Daniele Rossi,True,0.3609024286270141,train,test,test
WomenWhoStutter_87_126,WomenWhoStutter,87,126,23453440,23501440,interjection,Pamela Mertz,True,0.3166186809539795,train,test,test
HeStutters_8_6,HeStutters,8,6,41148320,41196320,fluent,Pamela Mertz,True,0.6206274032592773,train,test,test
HeStutters_22_151,HeStutters,22,151,32570400,32618400,interjection,Pamela Mertz,True,0.5138917565345764,train,test,test
WomenWhoStutter_87_61,WomenWhoStutter,87,61,11342880,11390880,repetition,Pamela Mertz,True,0.2538313865661621,train,test,test
WomenWhoStutter_55_31,WomenWhoStutter,55,31,23712320,23760320,prolongation,Pamela Mertz,True,0.5761450529098511,train,test,test
WomenWhoStutter_48_33,WomenWhoStutter,48,33,21910400,21958400,fluent,Pamela Mertz,True,0.4993279576301574,train,test,test
HeStutters_5_18,HeStutters,5,18,4101760,4149760,repetition,Pamela Mertz,True,0.2834983170032501,train,test,test
WomenWhoStutter_99_127,WomenWhoStutter,99,127,15301920,15349920,block,Pamela Mertz,True,0.5056793689727783,train,test,test
StutteringIsCool_46_164,StutteringIsCool,46,164,25712320,25760320,fluent,Daniele Rossi,True,0.5044068694114685,train,test,test
WomenWhoStutter_86_121,WomenWhoStutter,86,121,11783360,11831360,repetition,Pamela Mertz,True,0.093935877084732,train,test,test
WomenWhoStutter_50_150,WomenWhoStutter,50,150,25960000,26008000,prolongation,Pamela Mertz,True,0.3374856412410736,train,test,test
MyStutteringLife_6_13,MyStutteringLife,6,13,23123520,23171520,prolongation,Pedro Peña,True,0.468822181224823,train,test,test
WomenWhoStutter_44_39,WomenWhoStutter,44,39,30806240,30854240,repetition,Pamela Mertz,True,0.4908376634120941,train,test,test
WomenWhoStutter_69_39,WomenWhoStutter,69,39,38689600,38737600,interjection,Pamela Mertz,True,0.3305678963661194,train,test,test
StutterTalk_6_174,StutterTalk,6,174,37051520,37099520,block,Peter Reitzes,True,0.4394581019878387,train,test,test
WomenWhoStutter_72_26,WomenWhoStutter,72,26,32164000,32212000,interjection,Pamela Mertz,True,0.405420571565628,train,test,test
WomenWhoStutter_2_157,WomenWhoStutter,2,157,4367520,4415520,repetition,Pamela Mertz,True,0.6571122407913208,train,test,test
HeStutters_16_198,HeStutters,16,198,40887680,40935680,block,Pamela Mertz,True,0.4171943366527557,train,test,test
WomenWhoStutter_96_4,WomenWhoStutter,96,4,46112640,46160640,fluent,Pamela Mertz,True,0.5360456109046936,train,test,test
MyStutteringLife_7_176,MyStutteringLife,7,176,44648800,44696800,prolongation,Pedro Peña,True,0.6823118329048157,train,test,test
WomenWhoStutter_1_124,WomenWhoStutter,1,124,23842720,23890720,interjection,Pamela Mertz,True,0.5371968150138855,train,test,test
HeStutters_20_34,HeStutters,20,34,42161440,42209440,repetition,Pamela Mertz,True,0.4944725632667541,train,test,test
StutterTalk_20_25,StutterTalk,20,25,23858880,23906880,repetition,Peter Reitzes,True,0.539577305316925,train,test,test
WomenWhoStutter_34_112,WomenWhoStutter,34,112,14920320,14968320,block,Pamela Mertz,True,0.583936333656311,train,test,test
WomenWhoStutter_31_7,WomenWhoStutter,31,7,5823040,5871040,block,Pamela Mertz,True,0.2350710332393646,train,test,test
WomenWhoStutter_88_169,WomenWhoStutter,88,169,33192320,33240320,interjection,Pamela Mertz,True,0.5612014532089233,train,test,test
WomenWhoStutter_14_107,WomenWhoStutter,14,107,14590880,14638880,fluent,Pamela Mertz,True,0.5681959986686707,train,test,test
HeStutters_11_152,HeStutters,11,152,25296640,25344640,prolongation,Pamela Mertz,True,0.6862948536872864,train,test,test
WomenWhoStutter_14_207,WomenWhoStutter,14,207,28053920,28101920,block,Pamela Mertz,True,0.5955896973609924,train,test,test
WomenWhoStutter_8_1,WomenWhoStutter,8,1,32270240,32318240,repetition,Pamela Mertz,True,0.0903305187821388,train,test,test
WomenWhoStutter_42_194,WomenWhoStutter,42,194,15506080,15554080,prolongation,Pamela Mertz,True,0.49674853682518,train,test,test
MyStutteringLife_39_33,MyStutteringLife,39,33,58163360,58211360,interjection,Pedro Peña,True,0.3297084867954254,train,test,test
MyStutteringLife_7_118,MyStutteringLife,7,118,26780160,26828160,interjection,Pedro Peña,True,0.6735560894012451,train,test,test
HeStutters_6_292,HeStutters,6,292,5162560,5210560,fluent,Pamela Mertz,True,0.6038157343864441,train,test,test
WomenWhoStutter_106_18,WomenWhoStutter,106,18,8331680,8379680,fluent,Pamela Mertz,True,,train,test,test
HeStutters_13_8,HeStutters,13,8,1645760,1693760,interjection,Pamela Mertz,True,0.4225757122039795,train,test,test
WomenWhoStutter_39_130,WomenWhoStutter,39,130,19696480,19744480,prolongation,Pamela Mertz,True,0.541114091873169,train,test,test
HeStutters_13_17,HeStutters,13,17,20212320,20260320,repetition,Pamela Mertz,True,0.4544329047203064,train,test,test
HeStutters_15_105,HeStutters,15,105,15396000,15444000,repetition,Pamela Mertz,True,0.2551482319831848,train,test,test
MyStutteringLife_7_4,MyStutteringLife,7,4,51053280,51101280,repetition,Pedro Peña,True,0.5614855289459229,train,test,test
StutterTalk_22_15,StutterTalk,22,15,11695840,11743840,repetition,Peter Reitzes,True,0.6099957823753357,train,test,test
WomenWhoStutter_44_3,WomenWhoStutter,44,3,34152480,34200480,block,Pamela Mertz,True,0.5341252088546753,train,test,test
WomenWhoStutter_86_150,WomenWhoStutter,86,150,14333920,14381920,prolongation,Pamela Mertz,True,0.28496915102005,train,test,test
StutterTalk_33_178,StutterTalk,33,178,43005120,43053120,prolongation,Peter Reitzes,True,0.4565545320510864,train,test,test
WomenWhoStutter_63_28,WomenWhoStutter,63,28,7407360,7455360,fluent,Pamela Mertz,True,0.4884351789951324,train,test,test
WomenWhoStutter_103_33,WomenWhoStutter,103,33,16178720,16226720,repetition,Pamela Mertz,True,0.2786710262298584,train,test,test
WomenWhoStutter_57_16,WomenWhoStutter,57,16,23352800,23400800,block,Pamela Mertz,True,0.2860343158245086,train,test,test
WomenWhoStutter_46_34,WomenWhoStutter,46,34,32514880,32562880,fluent,Pamela Mertz,True,0.4770695269107818,train,test,test
HeStutters_15_112,HeStutters,15,112,16424640,16472640,prolongation,Pamela Mertz,True,0.4767398536205292,train,test,test
StutteringIsCool_80_70,StutteringIsCool,80,70,5549120,5597120,interjection,Daniele Rossi,True,0.6426247954368591,train,test,test
WomenWhoStutter_78_21,WomenWhoStutter,78,21,28986240,29034240,fluent,Pamela Mertz,True,0.4416656792163849,train,test,test
WomenWhoStutter_66_6,WomenWhoStutter,66,6,38620320,38668320,fluent,Pamela Mertz,True,0.4992673099040985,train,test,test
WomenWhoStutter_50_249,WomenWhoStutter,50,249,32488640,32536640,repetition,Pamela Mertz,True,0.5531158447265625,train,test,test
WomenWhoStutter_57_159,WomenWhoStutter,57,159,14494560,14542560,block,Pamela Mertz,True,0.5657268166542053,train,test,test
HeStutters_1_235,HeStutters,1,235,23451360,23499360,fluent,Pamela Mertz,True,0.3040758669376373,train,test,test
WomenWhoStutter_60_8,WomenWhoStutter,60,8,6855200,6903200,repetition,Pamela Mertz,True,0.286363273859024,train,test,test
StutteringIsCool_47_32,StutteringIsCool,47,32,25652000,25700000,prolongation,Daniele Rossi,True,0.2870422601699829,train,test,test
StutterTalk_43_213,StutterTalk,43,213,57751040,57799040,prolongation,Peter Reitzes,True,0.5662588477134705,train,test,test
WomenWhoStutter_28_38,WomenWhoStutter,28,38,27588000,27636000,block,Pamela Mertz,True,0.6012147665023804,train,test,test
StutteringIsCool_8_3,StutteringIsCool,8,3,24712320,24760320,repetition,Daniele Rossi,True,0.3628334403038025,train,test,test
WomenWhoStutter_27_3,WomenWhoStutter,27,3,7161120,7209120,repetition,Pamela Mertz,True,0.3511252999305725,train,test,test
MyStutteringLife_14_21,MyStutteringLife,14,21,21322400,21370400,fluent,Pedro Peña,True,0.2615939378738403,train,test,test
MyStutteringLife_12_21,MyStutteringLife,12,21,23892320,23940320,repetition,Pedro Peña,True,0.5244128108024597,train,test,test
HeStutters_22_97,HeStutters,22,97,20479680,20527680,fluent,Pamela Mertz,True,0.4215956032276153,train,test,test
WomenWhoStutter_100_8,WomenWhoStutter,100,8,9142720,9190720,repetition,Pamela Mertz,True,0.0561197586357593,train,test,test
WomenWhoStutter_5_24,WomenWhoStutter,5,24,27329600,27377600,fluent,Pamela Mertz,True,0.4588049948215484,train,test,test
MyStutteringLife_11_39,MyStutteringLife,11,39,13919840,13967840,prolongation,Pedro Peña,True,,train,test,test
StutteringIsCool_24_27,StutteringIsCool,24,27,21595840,21643840,fluent,Daniele Rossi,True,0.3308793604373932,train,test,test
StutterTalk_35_30,StutterTalk,35,30,36018880,36066880,interjection,Peter Reitzes,True,0.3304016590118408,train,test,test
WomenWhoStutter_21_100,WomenWhoStutter,21,100,15270560,15318560,prolongation,Pamela Mertz,True,0.4110286831855774,train,test,test
StutterTalk_26_17,StutterTalk,26,17,8263840,8311840,repetition,Peter Reitzes,True,0.5056943297386169,train,test,test
WomenWhoStutter_58_2,WomenWhoStutter,58,2,38524320,38572320,fluent,Pamela Mertz,True,0.5635802149772644,train,test,test
WomenWhoStutter_98_38,WomenWhoStutter,98,38,33075840,33123840,prolongation,Pamela Mertz,True,0.4536963105201721,train,test,test
HeStutters_5_93,HeStutters,5,93,18946080,18994080,interjection,Pamela Mertz,True,0.6160148978233337,train,test,test
HeStutters_22_77,HeStutters,22,77,15738720,15786720,block,Pamela Mertz,True,0.236273854970932,train,test,test
StutteringIsCool_34_103,StutteringIsCool,34,103,14128160,14176160,interjection,Daniele Rossi,True,0.2863201797008514,train,test,test
StutteringIsCool_52_24,StutteringIsCool,52,24,19306560,19354560,prolongation,Daniele Rossi,True,0.5247501730918884,train,test,test
WomenWhoStutter_81_139,WomenWhoStutter,81,139,24168160,24216160,block,Pamela Mertz,True,0.4723896980285644,train,test,test
HeStutters_5_92,HeStutters,5,92,18706240,18754240,repetition,Pamela Mertz,True,0.6098020672798157,train,test,test
WomenWhoStutter_16_34,WomenWhoStutter,16,34,36502560,36550560,block,Pamela Mertz,True,0.4902661442756653,train,test,test
WomenWhoStutter_88_67,WomenWhoStutter,88,67,11416640,11464640,block,Pamela Mertz,True,0.5140486359596252,train,test,test
WomenWhoStutter_19_137,WomenWhoStutter,19,137,17766880,17814880,block,Pamela Mertz,True,0.4694992005825043,train,test,test
WomenWhoStutter_57_106,WomenWhoStutter,57,106,8635040,8683040,repetition,Pamela Mertz,True,0.569058358669281,train,test,test
StutterTalk_41_22,StutterTalk,41,22,5397440,5445440,fluent,Peter Reitzes,True,0.3580597341060638,train,test,test
StutteringIsCool_10_28,StutteringIsCool,10,28,27306720,27354720,fluent,Daniele Rossi,True,,train,test,test
HeStutters_19_112,HeStutters,19,112,30171520,30219520,interjection,Pamela Mertz,True,0.4624379873275757,train,test,test
HeStutters_13_14,HeStutters,13,14,2121760,2169760,fluent,Pamela Mertz,True,0.4277505874633789,train,test,test
WomenWhoStutter_68_12,WomenWhoStutter,68,12,22390720,22438720,block,Pamela Mertz,True,0.2896417379379272,train,test,test
WomenWhoStutter_19_80,WomenWhoStutter,19,80,10493280,10541280,block,Pamela Mertz,True,0.4324591159820556,train,test,test
WomenWhoStutter_21_39,WomenWhoStutter,21,39,4499680,4547680,prolongation,Pamela Mertz,True,0.5965360999107361,train,test,test
HeStutters_7_9,HeStutters,7,9,9964320,10012320,fluent,Pamela Mertz,True,0.6343515515327454,train,test,test
MyStutteringLife_35_70,MyStutteringLife,35,70,18652320,18700320,fluent,Pedro Peña,True,,train,test,test
WomenWhoStutter_101_82,WomenWhoStutter,101,82,12904800,12952800,interjection,Pamela Mertz,True,0.5434058308601379,train,test,test
StutterTalk_26_45,StutterTalk,26,45,19482880,19530880,fluent,Peter Reitzes,True,0.3053545653820038,train,test,test
WomenWhoStutter_57_164,WomenWhoStutter,57,164,14778880,14826880,interjection,Pamela Mertz,True,0.280558168888092,train,test,test
WomenWhoStutter_20_20,WomenWhoStutter,20,20,18519360,18567360,block,Pamela Mertz,True,0.597688615322113,train,test,test
WomenWhoStutter_87_153,WomenWhoStutter,87,153,28344480,28392480,repetition,Pamela Mertz,True,0.3349643349647522,train,test,test
WomenWhoStutter_39_39,WomenWhoStutter,39,39,32840640,32888640,block,Pamela Mertz,True,0.3509036600589752,train,test,test
HeStutters_15_33,HeStutters,15,33,4873280,4921280,prolongation,Pamela Mertz,True,0.4498720467090606,train,test,test
WomenWhoStutter_72_12,WomenWhoStutter,72,12,22140640,22188640,fluent,Pamela Mertz,True,0.581680953502655,train,test,test
StutterTalk_25_76,StutterTalk,25,76,26838880,26886880,repetition,Peter Reitzes,True,0.2342539131641388,train,test,test
StutteringIsCool_11_6,StutteringIsCool,11,6,20056800,20104800,interjection,Daniele Rossi,True,,train,test,test
HeStutters_13_7,HeStutters,13,7,1612480,1660480,interjection,Pamela Mertz,True,0.2513161599636078,train,test,test
WomenWhoStutter_82_24,WomenWhoStutter,82,24,5504000,5552000,fluent,Pamela Mertz,True,0.521224319934845,train,test,test
HeStutters_8_161,HeStutters,8,161,35168320,35216320,fluent,Pamela Mertz,True,0.5266300439834595,train,test,test
WomenWhoStutter_62_174,WomenWhoStutter,62,174,25359840,25407840,prolongation,Pamela Mertz,True,0.4522249102592468,train,test,test
WomenWhoStutter_50_313,WomenWhoStutter,50,313,36625760,36673760,block,Pamela Mertz,True,0.5210244059562683,train,test,test
WomenWhoStutter_10_43,WomenWhoStutter,10,43,6076480,6124480,repetition,Pamela Mertz,True,0.5941534638404846,train,test,test
StutterTalk_53_24,StutterTalk,53,24,21454720,21502720,repetition,Peter Reitzes,True,0.5719915628433228,train,test,test
WomenWhoStutter_50_250,WomenWhoStutter,50,250,32539360,32587360,block,Pamela Mertz,True,0.5306496620178223,train,test,test
WomenWhoStutter_30_166,WomenWhoStutter,30,166,16857120,16905120,interjection,Pamela Mertz,True,0.5540145039558411,train,test,test
StutteringIsCool_73_16,StutteringIsCool,73,16,29556640,29604640,interjection,Daniele Rossi,True,0.4184351861476898,train,test,test
WomenWhoStutter_0_190,WomenWhoStutter,0,190,12679680,12727680,block,Pamela Mertz,True,0.476692259311676,train,test,test
StutterTalk_6_34,StutterTalk,6,34,65598880,65646880,fluent,Peter Reitzes,True,0.4009060561656952,train,test,test
WomenWhoStutter_21_76,WomenWhoStutter,21,76,9693280,9741280,interjection,Pamela Mertz,True,0.5277228355407715,train,test,test
WomenWhoStutter_45_10,WomenWhoStutter,45,10,25529120,25577120,interjection,Pamela Mertz,True,0.4648537039756775,train,test,test
WomenWhoStutter_39_86,WomenWhoStutter,39,86,1561760,1609760,interjection,Pamela Mertz,True,0.3327492773532867,train,test,test
StutteringIsCool_76_29,StutteringIsCool,76,29,28193280,28241280,interjection,Daniele Rossi,True,0.5895115733146667,train,test,test
HeStutters_22_134,HeStutters,22,134,29224000,29272000,interjection,Pamela Mertz,True,0.4267362356185913,train,test,test
MyStutteringLife_39_5,MyStutteringLife,39,5,66800640,66848640,interjection,Pedro Peña,True,0.4600943326950073,train,test,test
HeStutters_8_63,HeStutters,8,63,12981600,13029600,block,Pamela Mertz,True,0.524608850479126,train,test,test
HeStutters_20_122,HeStutters,20,122,1845440,1893440,interjection,Pamela Mertz,True,0.3555315434932709,train,test,test
MyStutteringLife_23_88,MyStutteringLife,23,88,33968640,34016640,fluent,Pedro Peña,True,0.5778318047523499,train,test,test
WomenWhoStutter_97_53,WomenWhoStutter,97,53,8562080,8610080,block,Pamela Mertz,True,0.257793515920639,train,test,test
HeStutters_22_95,HeStutters,22,95,20017760,20065760,interjection,Pamela Mertz,True,0.3725689947605133,train,test,test
WomenWhoStutter_6_113,WomenWhoStutter,6,113,10884800,10932800,interjection,Pamela Mertz,True,0.6016024947166443,train,test,test
WomenWhoStutter_88_217,WomenWhoStutter,88,217,44907040,44955040,interjection,Pamela Mertz,True,0.3677414655685425,train,test,test
StutteringIsCool_40_8,StutteringIsCool,40,8,6220320,6268320,prolongation,Daniele Rossi,True,0.5502347946166992,train,test,test
WomenWhoStutter_44_15,WomenWhoStutter,44,15,9357440,9405440,block,Pamela Mertz,True,0.4395299255847931,train,test,test
StutterTalk_20_38,StutterTalk,20,38,51595040,51643040,repetition,Peter Reitzes,True,0.2215947210788726,train,test,test
HeStutters_19_106,HeStutters,19,106,28971200,29019200,prolongation,Pamela Mertz,True,0.4193482995033264,train,test,test
MyStutteringLife_39_12,MyStutteringLife,39,12,28340960,28388960,fluent,Pedro Peña,True,0.4579344987869262,train,test,test
StutterTalk_40_16,StutterTalk,40,16,19817280,19865280,block,Peter Reitzes,True,0.2194514274597168,train,test,test
WomenWhoStutter_99_157,WomenWhoStutter,99,157,20459360,20507360,block,Pamela Mertz,True,0.6247909069061279,train,test,test
HeStutters_19_117,HeStutters,19,117,32184000,32232000,prolongation,Pamela Mertz,True,0.4988934695720672,train,test,test
HeStutters_22_161,HeStutters,22,161,34203520,34251520,repetition,Pamela Mertz,True,0.4309131503105163,train,test,test
StutteringIsCool_39_31,StutteringIsCool,39,31,13803200,13851200,fluent,Daniele Rossi,True,0.134526714682579,train,test,test
MyStutteringLife_32_44,MyStutteringLife,32,44,1979040,2027040,prolongation,Pedro Peña,True,,train,test,test
MyStutteringLife_30_138,MyStutteringLife,30,138,6867360,6915360,interjection,Pedro Peña,True,,train,test,test
WomenWhoStutter_34_75,WomenWhoStutter,34,75,11042240,11090240,block,Pamela Mertz,True,0.5976647734642029,train,test,test
WomenWhoStutter_42_261,WomenWhoStutter,42,261,24448480,24496480,repetition,Pamela Mertz,True,0.578245997428894,train,test,test
WomenWhoStutter_14_133,WomenWhoStutter,14,133,2327360,2375360,block,Pamela Mertz,True,0.5602180361747742,train,test,test
WomenWhoStutter_10_129,WomenWhoStutter,10,129,19155360,19203360,prolongation,Pamela Mertz,True,0.4840821623802185,train,test,test
StutteringIsCool_34_29,StutteringIsCool,34,29,25083200,25131200,interjection,Daniele Rossi,True,0.2641977071762085,train,test,test
WomenWhoStutter_92_32,WomenWhoStutter,92,32,38992640,39040640,prolongation,Pamela Mertz,True,0.2901727855205536,train,test,test
WomenWhoStutter_101_23,WomenWhoStutter,101,23,41530720,41578720,interjection,Pamela Mertz,True,0.5666043162345886,train,test,test
MyStutteringLife_14_24,MyStutteringLife,14,24,23467520,23515520,repetition,Pedro Peña,True,0.2705966234207153,train,test,test
WomenWhoStutter_94_35,WomenWhoStutter,94,35,31567520,31615520,interjection,Pamela Mertz,True,0.6174390912055969,train,test,test
WomenWhoStutter_50_224,WomenWhoStutter,50,224,30444320,30492320,fluent,Pamela Mertz,True,0.3311044871807098,train,test,test
StutterTalk_6_71,StutterTalk,6,71,19481600,19529600,fluent,Peter Reitzes,True,0.3650830388069153,train,test,test
MyStutteringLife_35_19,MyStutteringLife,35,19,67429600,67477600,prolongation,Pedro Peña,True,,train,test,test
HeStutters_6_8,HeStutters,6,8,27239040,27287040,fluent,Pamela Mertz,True,0.617343008518219,train,test,test
HeStutters_8_45,HeStutters,8,45,9902080,9950080,prolongation,Pamela Mertz,True,0.4931900203227997,train,test,test
WomenWhoStutter_2_148,WomenWhoStutter,2,148,27026880,27074880,interjection,Pamela Mertz,True,0.3016851842403412,train,test,test
MyStutteringLife_32_99,MyStutteringLife,32,99,4831520,4879520,block,Pedro Peña,True,,train,test,test
WomenWhoStutter_6_190,WomenWhoStutter,6,190,25530400,25578400,interjection,Pamela Mertz,True,0.5557120442390442,train,test,test
WomenWhoStutter_90_12,WomenWhoStutter,90,12,14164640,14212640,prolongation,Pamela Mertz,True,0.4207784831523895,train,test,test
WomenWhoStutter_97_174,WomenWhoStutter,97,174,29487680,29535680,fluent,Pamela Mertz,True,0.4789421260356903,train,test,test
HeStutters_6_183,HeStutters,6,183,10056480,10104480,interjection,Pamela Mertz,True,0.5822219252586365,train,test,test
StutteringIsCool_82_145,StutteringIsCool,82,145,10947520,10995520,fluent,Daniele Rossi,True,0.5140841007232666,train,test,test
StutterTalk_6_114,StutterTalk,6,114,25173760,25221760,repetition,Peter Reitzes,True,0.606723427772522,train,test,test
WomenWhoStutter_88_188,WomenWhoStutter,88,188,38902240,38950240,fluent,Pamela Mertz,True,0.5345814228057861,train,test,test
HeStutters_23_148,HeStutters,23,148,29180640,29228640,block,Pamela Mertz,True,0.2586615085601806,train,test,test
StutteringIsCool_4_2,StutteringIsCool,4,2,27204480,27252480,fluent,Daniele Rossi,True,0.4465843439102173,train,test,test
WomenWhoStutter_11_14,WomenWhoStutter,11,14,30965760,31013760,interjection,Pamela Mertz,True,0.5201240181922913,train,test,test
HeStutters_18_113,HeStutters,18,113,14981600,15029600,prolongation,Pamela Mertz,True,0.5569009184837341,train,test,test
WomenWhoStutter_19_65,WomenWhoStutter,19,65,8401280,8449280,repetition,Pamela Mertz,True,0.2638239562511444,train,test,test
MyStutteringLife_20_25,MyStutteringLife,20,25,7634720,7682720,repetition,Pedro Peña,True,0.1712715178728103,train,test,test
