clip_id,Show,EpId,ClipId,Start,Stop,label
HeStutters_0_35,HeStutters,0,35,26746400,26794400,fluent
HeStutters_0_36,HeStutters,0,36,27774880,27822880,fluent
HeStutters_0_37,HeStutters,0,37,27813440,27861440,fluent
HeStutters_0_38,HeStutters,0,38,29565600,29613600,fluent
HeStutters_0_39,HeStutters,0,39,30011200,30059200,fluent
HeStutters_1_0,HeStutters,1,0,2152480,2200480,repetition
HeStutters_1_1,HeStutters,1,1,27906400,27954400,fluent
HeStutters_1_2,HeStutters,1,2,28160960,28208960,fluent
HeStutters_1_4,HeStutters,1,4,28351360,28399360,fluent
HeStutters_1_5,HeStutters,1,5,28390400,28438400,repetition
HeStutters_1_6,HeStutters,1,6,28443200,28491200,fluent
HeStutters_1_7,HeStutters,1,7,28506080,28554080,repetition
HeStutters_1_8,HeStutters,1,8,28539840,28587840,repetition
HeStutters_1_9,HeStutters,1,9,29043360,29091360,fluent
HeStutters_1_10,HeStutters,1,10,29077440,29125440,block
HeStutters_1_11,HeStutters,1,11,29396960,29444960,prolongation
HeStutters_1_12,HeStutters,1,12,29445280,29493280,repetition
HeStutters_1_15,HeStutters,1,15,30017440,30065440,prolongation
HeStutters_1_16,HeStutters,1,16,30052800,30100800,fluent
HeStutters_1_17,HeStutters,1,17,5026880,5074880,block
HeStutters_1_19,HeStutters,1,19,30230560,30278560,fluent
HeStutters_1_20,HeStutters,1,20,30284320,30332320,repetition
HeStutters_1_22,HeStutters,1,22,30745440,30793440,fluent
HeStutters_1_23,HeStutters,1,23,30771360,30819360,fluent
HeStutters_1_24,HeStutters,1,24,30819840,30867840,interjection
HeStutters_1_27,HeStutters,1,27,31099040,31147040,prolongation
HeStutters_1_29,HeStutters,1,29,31224160,31272160,prolongation
HeStutters_1_30,HeStutters,1,30,31286560,31334560,fluent
HeStutters_1_33,HeStutters,1,33,31802080,31850080,repetition
HeStutters_1_35,HeStutters,1,35,31881600,31929600,repetition
HeStutters_1_38,HeStutters,1,38,31963680,32011680,fluent
HeStutters_1_39,HeStutters,1,39,32034720,32082720,interjection
HeStutters_1_41,HeStutters,1,41,32346240,32394240,prolongation
HeStutters_1_42,HeStutters,1,42,32392000,32440000,repetition
HeStutters_1_44,HeStutters,1,44,32728480,32776480,fluent
HeStutters_1_45,HeStutters,1,45,32800640,32848640,repetition
HeStutters_1_50,HeStutters,1,50,33175200,33223200,repetition
HeStutters_1_51,HeStutters,1,51,33325280,33373280,repetition
HeStutters_1_52,HeStutters,1,52,33372160,33420160,fluent
HeStutters_1_54,HeStutters,1,54,34100800,34148800,prolongation
HeStutters_1_56,HeStutters,1,56,34184480,34232480,repetition
HeStutters_1_57,HeStutters,1,57,5247680,5295680,repetition
HeStutters_1_58,HeStutters,1,58,5284000,5332000,fluent
HeStutters_1_60,HeStutters,1,60,34295840,34343840,repetition
HeStutters_1_63,HeStutters,1,63,34995840,35043840,prolongation
HeStutters_1_64,HeStutters,1,64,35047520,35095520,fluent
HeStutters_1_66,HeStutters,1,66,35470560,35518560,fluent
HeStutters_1_67,HeStutters,1,67,35897120,35945120,repetition
HeStutters_1_68,HeStutters,1,68,35930720,35978720,fluent
HeStutters_1_71,HeStutters,1,71,37078240,37126240,repetition
HeStutters_1_77,HeStutters,1,77,38740320,38788320,block
HeStutters_1_78,HeStutters,1,78,38775520,38823520,fluent
HeStutters_1_79,HeStutters,1,79,5950880,5998880,fluent
HeStutters_1_80,HeStutters,1,80,6016640,6064640,repetition
HeStutters_1_85,HeStutters,1,85,39087040,39135040,repetition
HeStutters_1_86,HeStutters,1,86,39507680,39555680,prolongation
HeStutters_1_87,HeStutters,1,87,39564320,39612320,block
HeStutters_1_88,HeStutters,1,88,39631040,39679040,repetition
HeStutters_1_89,HeStutters,1,89,39713600,39761600,fluent
HeStutters_1_91,HeStutters,1,91,39817440,39865440,prolongation
HeStutters_1_93,HeStutters,1,93,39942720,39990720,fluent
HeStutters_1_94,HeStutters,1,94,39987680,40035680,fluent
HeStutters_1_95,HeStutters,1,95,40041440,40089440,fluent
HeStutters_1_96,HeStutters,1,96,6270720,6318720,repetition
HeStutters_1_97,HeStutters,1,97,6303360,6351360,fluent
HeStutters_1_98,HeStutters,1,98,40073280,40121280,repetition
HeStutters_1_99,HeStutters,1,99,40635200,40683200,fluent
HeStutters_1_100,HeStutters,1,100,40669920,40717920,repetition
HeStutters_1_101,HeStutters,1,101,40904160,40952160,prolongation
HeStutters_1_104,HeStutters,1,104,41306560,41354560,repetition
HeStutters_1_105,HeStutters,1,105,6492320,6540320,repetition
HeStutters_1_107,HeStutters,1,107,6638560,6686560,fluent
HeStutters_1_110,HeStutters,1,110,7013120,7061120,fluent
HeStutters_1_112,HeStutters,1,112,7141120,7189120,prolongation
HeStutters_1_113,HeStutters,1,113,7456800,7504800,fluent
HeStutters_1_114,HeStutters,1,114,7494880,7542880,fluent
HeStutters_1_115,HeStutters,1,115,2648640,2696640,repetition
HeStutters_1_117,HeStutters,1,117,7921280,7969280,fluent
HeStutters_1_120,HeStutters,1,120,8170240,8218240,repetition
HeStutters_1_122,HeStutters,1,122,9014560,9062560,fluent
HeStutters_1_126,HeStutters,1,126,9375360,9423360,fluent
HeStutters_1_127,HeStutters,1,127,9410720,9458720,repetition
HeStutters_1_130,HeStutters,1,130,10119040,10167040,fluent
HeStutters_1_131,HeStutters,1,131,10160800,10208800,fluent
HeStutters_1_132,HeStutters,1,132,10280320,10328320,block
HeStutters_1_134,HeStutters,1,134,10564160,10612160,fluent
HeStutters_1_135,HeStutters,1,135,2934400,2982400,interjection
HeStutters_1_139,HeStutters,1,139,12786880,12834880,fluent
HeStutters_1_141,HeStutters,1,141,12866400,12914400,fluent
HeStutters_1_144,HeStutters,1,144,13032640,13080640,prolongation
HeStutters_1_148,HeStutters,1,148,14402080,14450080,prolongation
HeStutters_1_149,HeStutters,1,149,14726400,14774400,fluent
HeStutters_1_150,HeStutters,1,150,14758560,14806560,block
HeStutters_1_151,HeStutters,1,151,14783360,14831360,fluent
HeStutters_1_152,HeStutters,1,152,14980640,15028640,fluent
HeStutters_1_155,HeStutters,1,155,15124320,15172320,repetition
HeStutters_1_158,HeStutters,1,158,15173440,15221440,repetition
HeStutters_1_162,HeStutters,1,162,15335200,15383200,fluent
HeStutters_1_163,HeStutters,1,163,15381440,15429440,repetition
HeStutters_1_164,HeStutters,1,164,16015840,16063840,block
HeStutters_1_165,HeStutters,1,165,16053120,16101120,fluent
HeStutters_1_166,HeStutters,1,166,16190400,16238400,fluent
HeStutters_1_167,HeStutters,1,167,16223360,16271360,repetition
HeStutters_1_171,HeStutters,1,171,16502400,16550400,fluent
HeStutters_1_175,HeStutters,1,175,16834720,16882720,repetition
HeStutters_1_176,HeStutters,1,176,3907040,3955040,fluent
HeStutters_1_179,HeStutters,1,179,16914400,16962400,block
HeStutters_1_180,HeStutters,1,180,16963680,17011680,prolongation
HeStutters_1_181,HeStutters,1,181,17010720,17058720,repetition
HeStutters_1_182,HeStutters,1,182,17043200,17091200,prolongation
HeStutters_1_184,HeStutters,1,184,17369120,17417120,block
HeStutters_1_185,HeStutters,1,185,17402400,17450400,fluent
HeStutters_1_186,HeStutters,1,186,17453920,17501920,repetition
HeStutters_1_187,HeStutters,1,187,17499040,17547040,fluent
HeStutters_1_188,HeStutters,1,188,17666080,17714080,prolongation
HeStutters_1_189,HeStutters,1,189,17700640,17748640,block
HeStutters_1_191,HeStutters,1,191,17900000,17948000,prolongation
HeStutters_1_192,HeStutters,1,192,17972960,18020960,fluent
HeStutters_1_193,HeStutters,1,193,18006240,18054240,repetition
HeStutters_1_195,HeStutters,1,195,4043360,4091360,fluent
HeStutters_1_198,HeStutters,1,198,19098880,19146880,fluent
HeStutters_1_201,HeStutters,1,201,19308960,19356960,block
HeStutters_1_205,HeStutters,1,205,20301280,20349280,repetition
HeStutters_1_206,HeStutters,1,206,20360480,20408480,block
HeStutters_1_207,HeStutters,1,207,20414720,20462720,repetition
HeStutters_1_210,HeStutters,1,210,20727200,20775200,repetition
HeStutters_1_213,HeStutters,1,213,20876960,20924960,fluent
HeStutters_1_217,HeStutters,1,217,21576320,21624320,block
HeStutters_1_220,HeStutters,1,220,21794560,21842560,repetition
HeStutters_1_223,HeStutters,1,223,22759680,22807680,fluent
HeStutters_1_227,HeStutters,1,227,22919360,22967360,repetition
HeStutters_1_228,HeStutters,1,228,22972800,23020800,fluent
HeStutters_1_229,HeStutters,1,229,23255360,23303360,repetition
HeStutters_1_231,HeStutters,1,231,4642400,4690400,fluent
HeStutters_1_232,HeStutters,1,232,4675520,4723520,interjection
HeStutters_1_234,HeStutters,1,234,23371520,23419520,block
HeStutters_1_235,HeStutters,1,235,23451360,23499360,fluent
HeStutters_1_237,HeStutters,1,237,23531360,23579360,fluent
HeStutters_1_238,HeStutters,1,238,23564640,23612640,repetition
HeStutters_1_239,HeStutters,1,239,24020000,24068000,interjection
HeStutters_1_241,HeStutters,1,241,24104000,24152000,block
HeStutters_1_242,HeStutters,1,242,24141920,24189920,fluent
HeStutters_1_244,HeStutters,1,244,24263200,24311200,prolongation
HeStutters_1_246,HeStutters,1,246,24364160,24412160,prolongation
HeStutters_1_248,HeStutters,1,248,24795840,24843840,block
HeStutters_1_249,HeStutters,1,249,25347520,25395520,prolongation
HeStutters_1_250,HeStutters,1,250,25383200,25431200,repetition
HeStutters_1_251,HeStutters,1,251,25457120,25505120,fluent
HeStutters_1_256,HeStutters,1,256,26785280,26833280,fluent
HeStutters_1_260,HeStutters,1,260,27120640,27168640,repetition
HeStutters_1_262,HeStutters,1,262,27226080,27274080,repetition
HeStutters_1_265,HeStutters,1,265,27487840,27535840,fluent
HeStutters_1_266,HeStutters,1,266,27524480,27572480,fluent
HeStutters_1_267,HeStutters,1,267,27572160,27620160,repetition
HeStutters_1_271,HeStutters,1,271,4800480,4848480,fluent
HeStutters_1_272,HeStutters,1,272,4835360,4883360,fluent
HeStutters_2_0,HeStutters,2,0,451840,499840,fluent
HeStutters_2_4,HeStutters,2,4,31869440,31917440,prolongation
HeStutters_2_9,HeStutters,2,9,32881760,32929760,repetition
HeStutters_2_10,HeStutters,2,10,32980640,33028640,fluent
HeStutters_2_14,HeStutters,2,14,33720640,33768640,fluent
HeStutters_2_16,HeStutters,2,16,33885920,33933920,prolongation
HeStutters_2_18,HeStutters,2,18,33975680,34023680,fluent
HeStutters_2_22,HeStutters,2,22,34198720,34246720,fluent
HeStutters_2_24,HeStutters,2,24,34286080,34334080,repetition
HeStutters_2_25,HeStutters,2,25,34587840,34635840,prolongation
HeStutters_2_29,HeStutters,2,29,35669920,35717920,fluent
HeStutters_2_31,HeStutters,2,31,35829920,35877920,fluent
HeStutters_2_32,HeStutters,2,32,35873280,35921280,fluent
HeStutters_2_33,HeStutters,2,33,36264320,36312320,fluent
HeStutters_2_34,HeStutters,2,34,36311520,36359520,fluent
HeStutters_2_36,HeStutters,2,36,36410880,36458880,fluent
HeStutters_2_37,HeStutters,2,37,36535040,36583040,repetition
HeStutters_2_39,HeStutters,2,39,2679360,2727360,repetition
HeStutters_2_40,HeStutters,2,40,2709920,2757920,block
HeStutters_2_42,HeStutters,2,42,2940960,2988960,fluent
HeStutters_2_43,HeStutters,2,43,2974080,3022080,fluent
HeStutters_2_48,HeStutters,2,48,3767040,3815040,fluent
HeStutters_2_50,HeStutters,2,50,4253120,4301120,fluent
HeStutters_2_51,HeStutters,2,51,4316640,4364640,repetition
HeStutters_2_53,HeStutters,2,53,4513600,4561600,fluent
HeStutters_2_54,HeStutters,2,54,4550240,4598240,fluent
HeStutters_2_55,HeStutters,2,55,4988640,5036640,fluent
HeStutters_2_56,HeStutters,2,56,5034560,5082560,fluent
HeStutters_2_57,HeStutters,2,57,511520,559520,block
HeStutters_2_58,HeStutters,2,58,540160,588160,fluent
HeStutters_2_59,HeStutters,2,59,5121280,5169280,repetition
HeStutters_2_65,HeStutters,2,65,5748320,5796320,fluent
HeStutters_2_69,HeStutters,2,69,6882400,6930400,fluent
HeStutters_2_71,HeStutters,2,71,7955840,8003840,prolongation
HeStutters_2_73,HeStutters,2,73,8043360,8091360,repetition
HeStutters_2_77,HeStutters,2,77,610560,658560,fluent
HeStutters_2_78,HeStutters,2,78,640960,688960,fluent
HeStutters_2_79,HeStutters,2,79,8451840,8499840,block
HeStutters_2_84,HeStutters,2,84,8762880,8810880,fluent
HeStutters_2_88,HeStutters,2,88,9051680,9099680,fluent
HeStutters_2_89,HeStutters,2,89,9167520,9215520,block
HeStutters_2_96,HeStutters,2,96,1026720,1074720,fluent
HeStutters_2_97,HeStutters,2,97,996320,1044320,fluent
HeStutters_2_98,HeStutters,2,98,10316480,10364480,interjection
HeStutters_2_99,HeStutters,2,99,10604320,10652320,fluent
HeStutters_2_100,HeStutters,2,100,10651040,10699040,fluent
HeStutters_2_101,HeStutters,2,101,10772320,10820320,block
HeStutters_2_109,HeStutters,2,109,11583040,11631040,fluent
HeStutters_2_111,HeStutters,2,111,11796000,11844000,fluent
HeStutters_2_115,HeStutters,2,115,13442080,13490080,interjection
HeStutters_2_117,HeStutters,2,117,13983200,14031200,repetition
HeStutters_2_118,HeStutters,2,118,14015200,14063200,fluent
HeStutters_2_119,HeStutters,2,119,14229600,14277600,interjection
HeStutters_2_121,HeStutters,2,121,14284000,14332000,fluent
HeStutters_2_125,HeStutters,2,125,14768000,14816000,repetition
HeStutters_2_132,HeStutters,2,132,15662400,15710400,fluent
HeStutters_2_134,HeStutters,2,134,1358240,1406240,fluent
HeStutters_2_135,HeStutters,2,135,1390720,1438720,fluent
HeStutters_2_137,HeStutters,2,137,17199040,17247040,fluent
HeStutters_2_138,HeStutters,2,138,17233760,17281760,fluent
HeStutters_2_140,HeStutters,2,140,17306080,17354080,repetition
HeStutters_2_141,HeStutters,2,141,17446560,17494560,fluent
HeStutters_2_144,HeStutters,2,144,17730400,17778400,fluent
HeStutters_2_147,HeStutters,2,147,18695360,18743360,fluent
HeStutters_2_148,HeStutters,2,148,18725440,18773440,interjection
HeStutters_2_149,HeStutters,2,149,19540160,19588160,fluent
HeStutters_2_150,HeStutters,2,150,19572320,19620320,block
HeStutters_2_151,HeStutters,2,151,19796000,19844000,fluent
HeStutters_2_152,HeStutters,2,152,19825920,19873920,fluent
HeStutters_2_156,HeStutters,2,156,20008320,20056320,fluent
HeStutters_2_157,HeStutters,2,157,20449120,20497120,fluent
HeStutters_2_159,HeStutters,2,159,20748000,20796000,fluent
HeStutters_2_161,HeStutters,2,161,21402720,21450720,fluent
HeStutters_2_162,HeStutters,2,162,21435840,21483840,fluent
HeStutters_2_163,HeStutters,2,163,21770720,21818720,prolongation
HeStutters_2_165,HeStutters,2,165,21858720,21906720,repetition
HeStutters_2_166,HeStutters,2,166,21891040,21939040,repetition
HeStutters_2_168,HeStutters,2,168,21989120,22037120,interjection
HeStutters_2_170,HeStutters,2,170,22285760,22333760,fluent
HeStutters_2_171,HeStutters,2,171,22349120,22397120,repetition
HeStutters_2_173,HeStutters,2,173,1752000,1800000,fluent
HeStutters_2_174,HeStutters,2,174,22417440,22465440,block
HeStutters_2_176,HeStutters,2,176,22479520,22527520,fluent
HeStutters_2_177,HeStutters,2,177,22529440,22577440,fluent
HeStutters_2_180,HeStutters,2,180,22869440,22917440,fluent
HeStutters_2_181,HeStutters,2,181,23507040,23555040,fluent
HeStutters_2_182,HeStutters,2,182,23547200,23595200,fluent
HeStutters_2_183,HeStutters,2,183,24080160,24128160,fluent
HeStutters_2_184,HeStutters,2,184,24118880,24166880,repetition
HeStutters_2_186,HeStutters,2,186,24566400,24614400,repetition
HeStutters_2_187,HeStutters,2,187,25471680,25519680,prolongation
HeStutters_2_190,HeStutters,2,190,25718080,25766080,fluent
HeStutters_2_191,HeStutters,2,191,26204800,26252800,fluent
HeStutters_2_199,HeStutters,2,199,27418240,27466240,fluent
HeStutters_2_202,HeStutters,2,202,28922240,28970240,fluent
HeStutters_2_203,HeStutters,2,203,29016480,29064480,repetition
HeStutters_2_204,HeStutters,2,204,29050080,29098080,fluent
HeStutters_2_206,HeStutters,2,206,29256320,29304320,fluent
HeStutters_2_208,HeStutters,2,208,29937600,29985600,block
HeStutters_2_209,HeStutters,2,209,29989920,30037920,fluent
HeStutters_2_214,HeStutters,2,214,2489920,2537920,prolongation
HeStutters_3_0,HeStutters,3,0,495680,543680,fluent
HeStutters_3_4,HeStutters,3,4,50530720,50578720,fluent
HeStutters_3_5,HeStutters,3,5,51260000,51308000,repetition
HeStutters_3_7,HeStutters,3,7,7659360,7707360,fluent
HeStutters_3_9,HeStutters,3,9,738720,786720,prolongation
HeStutters_3_10,HeStutters,3,10,10837600,10885600,prolongation
HeStutters_3_11,HeStutters,3,11,10882880,10930880,fluent
HeStutters_3_13,HeStutters,3,13,12074400,12122400,fluent
HeStutters_3_15,HeStutters,3,15,17041440,17089440,interjection
HeStutters_3_16,HeStutters,3,16,19905600,19953600,fluent
HeStutters_3_17,HeStutters,3,17,20033760,20081760,fluent
HeStutters_3_18,HeStutters,3,18,21100000,21148000,fluent
HeStutters_3_21,HeStutters,3,21,22716480,22764480,fluent
HeStutters_3_23,HeStutters,3,23,25013120,25061120,repetition
HeStutters_3_25,HeStutters,3,25,25138720,25186720,fluent
HeStutters_3_27,HeStutters,3,27,28796800,28844800,fluent
HeStutters_3_28,HeStutters,3,28,28997760,29045760,fluent
HeStutters_3_30,HeStutters,3,30,31262720,31310720,fluent
HeStutters_3_31,HeStutters,3,31,32709600,32757600,fluent
HeStutters_3_32,HeStutters,3,32,35935520,35983520,prolongation
HeStutters_3_33,HeStutters,3,33,38988640,39036640,fluent
HeStutters_3_37,HeStutters,3,37,41970720,42018720,interjection
HeStutters_4_0,HeStutters,4,0,36485440,36533440,repetition
HeStutters_4_1,HeStutters,4,1,36822400,36870400,repetition
HeStutters_4_2,HeStutters,4,2,37414240,37462240,fluent
HeStutters_4_3,HeStutters,4,3,37718560,37766560,fluent
HeStutters_4_4,HeStutters,4,4,37796160,37844160,repetition
HeStutters_4_5,HeStutters,4,5,5666880,5714880,fluent
HeStutters_4_6,HeStutters,4,6,6320640,6368640,fluent
HeStutters_4_11,HeStutters,4,11,8593440,8641440,fluent
HeStutters_4_12,HeStutters,4,12,8754560,8802560,fluent
HeStutters_4_13,HeStutters,4,13,8792000,8840000,fluent
HeStutters_4_15,HeStutters,4,15,15173280,15221280,fluent
HeStutters_4_17,HeStutters,4,17,18881120,18929120,fluent
HeStutters_4_20,HeStutters,4,20,23766560,23814560,fluent
HeStutters_4_21,HeStutters,4,21,23809280,23857280,fluent
HeStutters_4_24,HeStutters,4,24,26591360,26639360,fluent
HeStutters_4_25,HeStutters,4,25,26913120,26961120,fluent
HeStutters_4_27,HeStutters,4,27,27348800,27396800,repetition
HeStutters_4_28,HeStutters,4,28,3584160,3632160,fluent
HeStutters_4_29,HeStutters,4,29,29728480,29776480,fluent
HeStutters_4_30,HeStutters,4,30,29880800,29928800,fluent
HeStutters_4_31,HeStutters,4,31,31804480,31852480,fluent
HeStutters_4_32,HeStutters,4,32,32738080,32786080,block
HeStutters_4_34,HeStutters,4,34,34075680,34123680,fluent
HeStutters_4_35,HeStutters,4,35,34777600,34825600,fluent
HeStutters_4_36,HeStutters,4,36,34834240,34882240,fluent
HeStutters_4_37,HeStutters,4,37,35200160,35248160,repetition
HeStutters_5_0,HeStutters,5,0,285920,333920,fluent
HeStutters_5_1,HeStutters,5,1,44576000,44624000,repetition
HeStutters_5_3,HeStutters,5,3,44848000,44896000,fluent
HeStutters_5_5,HeStutters,5,5,45278560,45326560,fluent
HeStutters_5_8,HeStutters,5,8,45516960,45564960,prolongation
HeStutters_5_10,HeStutters,5,10,45662720,45710720,fluent
HeStutters_5_12,HeStutters,5,12,45906720,45954720,fluent
HeStutters_5_14,HeStutters,5,14,46305280,46353280,block
HeStutters_5_15,HeStutters,5,15,46356160,46404160,prolongation
HeStutters_5_16,HeStutters,5,16,3721600,3769600,prolongation
HeStutters_5_18,HeStutters,5,18,4101760,4149760,repetition
HeStutters_5_22,HeStutters,5,22,4508160,4556160,interjection
HeStutters_5_24,HeStutters,5,24,4666880,4714880,fluent
HeStutters_5_26,HeStutters,5,26,5237920,5285920,repetition
HeStutters_5_27,HeStutters,5,27,5268160,5316160,fluent
HeStutters_5_28,HeStutters,5,28,5502720,5550720,block
HeStutters_5_30,HeStutters,5,30,5592000,5640000,fluent
HeStutters_5_31,HeStutters,5,31,5736640,5784640,repetition
HeStutters_5_32,HeStutters,5,32,5777440,5825440,repetition
HeStutters_5_35,HeStutters,5,35,472480,520480,block
HeStutters_5_38,HeStutters,5,38,6308000,6356000,repetition
HeStutters_5_42,HeStutters,5,42,8189440,8237440,fluent
HeStutters_5_43,HeStutters,5,43,8237120,8285120,fluent
HeStutters_5_44,HeStutters,5,44,8336320,8384320,block
HeStutters_5_52,HeStutters,5,52,11726400,11774400,fluent
HeStutters_5_53,HeStutters,5,53,11767520,11815520,fluent
HeStutters_5_54,HeStutters,5,54,11893280,11941280,repetition
HeStutters_5_55,HeStutters,5,55,11923520,11971520,block
HeStutters_5_56,HeStutters,5,56,683360,731360,fluent
HeStutters_5_57,HeStutters,5,57,711200,759200,fluent
HeStutters_5_59,HeStutters,5,59,12212640,12260640,block
HeStutters_5_61,HeStutters,5,61,12492640,12540640,repetition
HeStutters_5_63,HeStutters,5,63,12592000,12640000,block
HeStutters_5_65,HeStutters,5,65,12696160,12744160,repetition
HeStutters_5_66,HeStutters,5,66,12727680,12775680,interjection
HeStutters_5_67,HeStutters,5,67,12903040,12951040,fluent
HeStutters_5_68,HeStutters,5,68,12935840,12983840,fluent
HeStutters_5_69,HeStutters,5,69,13868800,13916800,repetition
HeStutters_5_70,HeStutters,5,70,13896160,13944160,fluent
HeStutters_5_72,HeStutters,5,72,14447520,14495520,fluent
HeStutters_5_73,HeStutters,5,73,14796480,14844480,fluent
HeStutters_5_77,HeStutters,5,77,15077760,15125760,block
HeStutters_5_78,HeStutters,5,78,15113280,15161280,repetition
HeStutters_5_79,HeStutters,5,79,15176480,15224480,fluent
HeStutters_5_80,HeStutters,5,80,16180160,16228160,repetition
HeStutters_5_81,HeStutters,5,81,16220960,16268960,fluent
HeStutters_5_82,HeStutters,5,82,16431840,16479840,repetition
HeStutters_5_84,HeStutters,5,84,16509280,16557280,repetition
HeStutters_5_85,HeStutters,5,85,16745600,16793600,block
HeStutters_5_86,HeStutters,5,86,16774880,16822880,fluent
HeStutters_5_88,HeStutters,5,88,17052000,17100000,fluent
HeStutters_5_92,HeStutters,5,92,18706240,18754240,repetition
HeStutters_5_93,HeStutters,5,93,18946080,18994080,interjection
HeStutters_5_94,HeStutters,5,94,18973760,19021760,fluent
HeStutters_5_95,HeStutters,5,95,1293440,1341440,repetition
HeStutters_5_97,HeStutters,5,97,19460640,19508640,prolongation
HeStutters_5_98,HeStutters,5,98,19488320,19536320,fluent
HeStutters_5_101,HeStutters,5,101,20965920,21013920,repetition
HeStutters_5_102,HeStutters,5,102,21003840,21051840,block
HeStutters_5_104,HeStutters,5,104,21422080,21470080,fluent
HeStutters_5_106,HeStutters,5,106,21628960,21676960,interjection
HeStutters_5_113,HeStutters,5,113,24101120,24149120,fluent
HeStutters_5_114,HeStutters,5,114,24189600,24237600,prolongation
HeStutters_5_116,HeStutters,5,116,1408000,1456000,fluent
HeStutters_5_117,HeStutters,5,117,1436320,1484320,repetition
HeStutters_5_120,HeStutters,5,120,24419040,24467040,fluent
HeStutters_5_122,HeStutters,5,122,24682880,24730880,repetition
HeStutters_5_124,HeStutters,5,124,25794240,25842240,block
HeStutters_5_125,HeStutters,5,125,25831680,25879680,fluent
HeStutters_5_126,HeStutters,5,126,26074880,26122880,fluent
HeStutters_5_127,HeStutters,5,127,26118720,26166720,repetition
HeStutters_5_129,HeStutters,5,129,26320640,26368640,prolongation
HeStutters_5_130,HeStutters,5,130,26359360,26407360,block
HeStutters_5_132,HeStutters,5,132,26822080,26870080,repetition
HeStutters_5_134,HeStutters,5,134,27095200,27143200,repetition
HeStutters_5_137,HeStutters,5,137,27376640,27424640,repetition
HeStutters_5_140,HeStutters,5,140,27552000,27600000,block
HeStutters_5_142,HeStutters,5,142,27672480,27720480,block
HeStutters_5_144,HeStutters,5,144,27884800,27932800,interjection
HeStutters_5_146,HeStutters,5,146,28097280,28145280,block
HeStutters_5_148,HeStutters,5,148,28295040,28343040,prolongation
HeStutters_5_151,HeStutters,5,151,28678080,28726080,repetition
HeStutters_5_154,HeStutters,5,154,29484960,29532960,block
HeStutters_5_158,HeStutters,5,158,31527520,31575520,prolongation
HeStutters_5_159,HeStutters,5,159,31556160,31604160,fluent
HeStutters_5_160,HeStutters,5,160,31804320,31852320,prolongation
HeStutters_5_161,HeStutters,5,161,31837760,31885760,fluent
HeStutters_5_162,HeStutters,5,162,31927040,31975040,fluent
HeStutters_5_163,HeStutters,5,163,31955520,32003520,repetition
HeStutters_5_165,HeStutters,5,165,32099040,32147040,interjection
HeStutters_5_171,HeStutters,5,171,34683040,34731040,repetition
HeStutters_5_172,HeStutters,5,172,34832960,34880960,block
HeStutters_5_173,HeStutters,5,173,34869760,34917760,repetition
HeStutters_5_176,HeStutters,5,176,2709920,2757920,prolongation
HeStutters_5_177,HeStutters,5,177,2744960,2792960,fluent
HeStutters_5_178,HeStutters,5,178,35311040,35359040,fluent
HeStutters_5_181,HeStutters,5,181,35538880,35586880,block
HeStutters_5_182,HeStutters,5,182,36056320,36104320,repetition
HeStutters_5_183,HeStutters,5,183,36083680,36131680,fluent
